Installation,Taux occupation civières(%),Nombre de civières fonctionnelles,Nombre de patients sur civière,Nombre de patients sur civière +24h,Nombre de patients sur civière +48h,Nombre patients arrivés en ambulance,Nombre inscriptions,Nombre inscriptions avec SAG,date
Hôpital général de Montréal,97,31,30,5,1,28,99,0,2020-07-29
Hôpital Royal Victoria,121,33,40,11,2,19,129,0,2020-07-29
L'hôpital de Montréal pour enfants,92,12,11,0,0,2,128,0,2020-07-29
Institut de cardiologie de Montréal,68,22,15,2,0,5,70,0,2020-07-29
CHU Sainte-Justine,38,16,6,0,0,8,148,22,2020-07-30
Centre hospitalier de l'Université de Montréal,92,51,47,11,3,40,163,0,2020-07-30
Hôpital Louis-H. Lafontaine,17,12,2,2,1,0,5,0,2020-07-30
Hôpital Santa Cabrini,116,38,44,14,8,36,106,0,2020-07-30
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,126,54,68,19,3,38,176,0,2020-07-30
Centre hospitalier de St. Mary,109,22,24,2,0,22,95,0,2020-07-30
Hôpital de LaSalle,33,15,5,1,0,6,71,0,2020-07-30
Hôpital Douglas,83,6,5,1,0,5,17,0,2020-07-30
Hôpital général du Lakeshore,139,31,43,11,1,20,116,0,2020-07-30
L'Hôpital général juif Sir Mortimer B. Davis,111,53,59,5,1,38,220,0,2020-07-30
Hôpital de Verdun,135,26,35,5,0,31,119,0,2020-07-30
Hôpital Notre-Dame,94,35,33,15,1,34,84,0,2020-07-30
Hôpital du Sacré-Coeur de Montréal,111,46,51,17,7,25,157,0,2020-07-30
Hôpital Fleury,78,18,14,1,0,20,90,0,2020-07-30
Hôpital Jean-Talon,64,22,14,4,0,24,99,0,2020-07-30
Pavillon Albert-Prévost,31,13,4,2,0,1,9,0,2020-07-30
Hôpital de Lachine,43,14,6,0,0,9,44,0,2020-07-30
Hôpital général de Montréal,74,31,23,4,0,30,80,0,2020-07-30
Hôpital Royal Victoria,118,33,39,9,2,19,110,0,2020-07-30
L'hôpital de Montréal pour enfants,92,12,11,0,0,5,144,3,2020-07-30
Institut de cardiologie de Montréal,55,22,12,2,0,5,61,0,2020-07-30
CHU Sainte-Justine,31,16,5,0,0,12,169,18,2020-07-31
Centre hospitalier de l'Université de Montréal,92,51,47,5,1,44,178,0,2020-07-31
Hôpital Louis-H. Lafontaine,33,12,4,1,1,2,10,0,2020-07-31
Hôpital Santa Cabrini,84,38,32,10,2,32,101,0,2020-07-31
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,94,54,51,10,2,50,188,1,2020-07-31
Centre hospitalier de St. Mary,68,22,15,1,0,18,113,0,2020-07-31
Hôpital de LaSalle,60,15,9,0,0,10,72,0,2020-07-31
Hôpital Douglas,67,6,4,0,0,2,25,0,2020-07-31
Hôpital général du Lakeshore,119,31,37,5,0,20,116,0,2020-07-31
L'Hôpital général juif Sir Mortimer B. Davis,83,53,44,1,1,31,205,0,2020-07-31
Hôpital de Verdun,81,26,21,6,0,25,98,0,2020-07-31
Hôpital Notre-Dame,86,35,30,12,3,34,93,0,2020-07-31
Hôpital du Sacré-Coeur de Montréal,102,46,47,17,4,20,142,0,2020-07-31
Hôpital Fleury,78,18,14,1,0,14,82,0,2020-07-31
Hôpital Jean-Talon,59,22,13,1,0,18,107,0,2020-07-31
Pavillon Albert-Prévost,31,13,4,0,0,1,10,0,2020-07-31
Hôpital de Lachine,57,14,8,0,0,10,50,0,2020-07-31
Hôpital général de Montréal,106,31,33,7,0,16,78,0,2020-07-31
Hôpital Royal Victoria,109,33,36,6,1,15,117,0,2020-07-31
L'hôpital de Montréal pour enfants,58,12,7,0,0,2,140,1,2020-07-31
Institut de cardiologie de Montréal,45,22,10,1,0,4,47,0,2020-07-31
CHU Sainte-Justine,31,16,5,0,0,6,156,17,2020-08-01
Centre hospitalier de l'Université de Montréal,86,51,44,10,2,43,134,0,2020-08-01
Hôpital Louis-H. Lafontaine,33,12,4,2,0,3,11,0,2020-08-01
Hôpital Santa Cabrini,100,38,38,13,4,31,96,0,2020-08-01
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,131,54,71,14,4,49,162,0,2020-08-01
Centre hospitalier de St. Mary,82,22,18,1,0,13,75,0,2020-08-01
Hôpital de LaSalle,100,15,15,1,0,11,53,0,2020-08-01
Hôpital Douglas,67,6,4,0,0,1,12,0,2020-08-01
Hôpital général du Lakeshore,74,31,23,6,0,16,90,0,2020-08-01
L'Hôpital général juif Sir Mortimer B. Davis,75,53,40,6,1,36,172,0,2020-08-01
Hôpital de Verdun,92,26,24,6,1,33,94,0,2020-08-01
Hôpital Notre-Dame,97,35,34,16,7,30,81,0,2020-08-01
Hôpital du Sacré-Coeur de Montréal,117,46,54,21,10,40,144,0,2020-08-01
Hôpital Fleury,67,18,12,1,0,16,73,0,2020-08-01
Hôpital Jean-Talon,77,22,17,1,0,17,92,0,2020-08-01
Pavillon Albert-Prévost,46,13,6,2,0,0,8,0,2020-08-01
Hôpital de Lachine,64,14,9,2,0,8,37,0,2020-08-01
Hôpital général de Montréal,77,31,24,5,1,27,69,0,2020-08-01
Hôpital Royal Victoria,109,33,36,11,3,21,106,0,2020-08-01
L'hôpital de Montréal pour enfants,67,12,8,0,0,2,116,1,2020-08-01
Institut de cardiologie de Montréal,55,22,12,3,1,1,25,0,2020-08-01
CHU Sainte-Justine,50,16,8,0,0,12,163,25,2020-08-02
Centre hospitalier de l'Université de Montréal,73,51,37,9,2,37,129,0,2020-08-02
Hôpital Louis-H. Lafontaine,58,12,7,1,0,3,12,0,2020-08-02
Hôpital Santa Cabrini,97,38,37,16,4,35,87,0,2020-08-02
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,124,54,67,36,10,48,147,0,2020-08-02
Centre hospitalier de St. Mary,91,22,20,2,0,20,86,2,2020-08-02
Hôpital de LaSalle,67,15,10,2,0,10,44,0,2020-08-02
Hôpital Douglas,17,6,1,0,0,1,10,0,2020-08-02
Hôpital général du Lakeshore,84,31,26,8,1,18,93,0,2020-08-02
L'Hôpital général juif Sir Mortimer B. Davis,79,53,42,5,2,28,171,0,2020-08-02
Hôpital de Verdun,112,26,29,7,0,32,94,0,2020-08-02
Hôpital Notre-Dame,83,35,29,10,5,36,85,0,2020-08-02
Hôpital du Sacré-Coeur de Montréal,137,46,63,29,13,33,121,0,2020-08-02
Hôpital Fleury,83,18,15,1,0,16,81,0,2020-08-02
Hôpital Jean-Talon,82,22,18,2,0,17,81,0,2020-08-02
Pavillon Albert-Prévost,62,13,8,3,0,0,6,0,2020-08-02
Hôpital de Lachine,64,14,9,0,0,13,40,0,2020-08-02
Hôpital général de Montréal,106,31,33,9,1,24,76,0,2020-08-02
Hôpital Royal Victoria,100,33,33,9,3,21,112,0,2020-08-02
L'hôpital de Montréal pour enfants,58,12,7,0,0,6,144,3,2020-08-02
Institut de cardiologie de Montréal,45,22,10,2,0,5,25,0,2020-08-02
CHU Sainte-Justine,31,16,5,0,0,8,173,13,2020-08-03
Centre hospitalier de l'Université de Montréal,102,51,52,7,4,45,182,0,2020-08-03
Hôpital Louis-H. Lafontaine,67,12,8,4,0,1,14,0,2020-08-03
Hôpital Santa Cabrini,108,38,41,15,5,31,100,0,2020-08-03
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,159,54,86,33,14,29,193,0,2020-08-03
Centre hospitalier de St. Mary,105,22,23,3,0,25,110,0,2020-08-03
Hôpital de LaSalle,133,15,20,1,0,7,75,0,2020-08-03
Hôpital Douglas,33,6,2,0,0,4,18,0,2020-08-03
Hôpital général du Lakeshore,119,31,37,5,0,24,125,0,2020-08-03
L'Hôpital général juif Sir Mortimer B. Davis,83,53,44,5,1,41,216,0,2020-08-03
Hôpital de Verdun,154,26,40,11,3,26,112,0,2020-08-03
Hôpital Notre-Dame,97,35,34,8,4,32,110,0,2020-08-03
Hôpital du Sacré-Coeur de Montréal,120,46,55,25,11,27,166,0,2020-08-03
Hôpital Fleury,83,18,15,0,0,20,112,0,2020-08-03
Hôpital Jean-Talon,82,22,18,1,0,26,115,0,2020-08-03
Pavillon Albert-Prévost,54,13,7,2,0,0,5,0,2020-08-03
Hôpital de Lachine,14,14,2,0,0,10,44,0,2020-08-03
Hôpital général de Montréal,103,31,32,7,3,23,76,0,2020-08-03
Hôpital Royal Victoria,109,33,36,11,4,20,137,1,2020-08-03
L'hôpital de Montréal pour enfants,67,12,8,0,0,5,137,3,2020-08-03
Institut de cardiologie de Montréal,41,22,9,0,0,8,50,0,2020-08-03
CHU Sainte-Justine,19,16,3,0,0,11,161,27,2020-08-04
Centre hospitalier de l'Université de Montréal,94,51,48,9,1,50,164,0,2020-08-04
Hôpital Louis-H. Lafontaine,42,12,5,2,1,1,9,0,2020-08-04
Hôpital Santa Cabrini,103,38,39,12,5,41,100,0,2020-08-04
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,165,54,89,31,9,39,179,0,2020-08-04
Centre hospitalier de St. Mary,100,22,22,3,0,22,90,0,2020-08-04
Hôpital de LaSalle,107,15,16,4,0,9,61,0,2020-08-04
Hôpital Douglas,0,6,0,0,0,2,9,0,2020-08-04
Hôpital général du Lakeshore,100,31,31,6,0,18,95,0,2020-08-04
L'Hôpital général juif Sir Mortimer B. Davis,119,53,63,8,1,42,222,0,2020-08-04
Hôpital de Verdun,142,26,37,13,3,29,99,0,2020-08-04
Hôpital Notre-Dame,97,35,34,9,2,35,94,0,2020-08-04
Hôpital du Sacré-Coeur de Montréal,93,46,43,27,10,21,137,0,2020-08-04
Hôpital Fleury,83,18,15,1,0,18,99,0,2020-08-04
Hôpital Jean-Talon,59,22,13,2,0,18,97,0,2020-08-04
Pavillon Albert-Prévost,62,13,8,3,0,2,12,0,2020-08-04
Hôpital de Lachine,79,14,11,0,0,10,55,0,2020-08-04
Hôpital général de Montréal,113,31,35,11,4,31,84,0,2020-08-04
Hôpital Royal Victoria,136,33,45,16,6,14,142,0,2020-08-04
L'hôpital de Montréal pour enfants,75,12,9,0,0,0,96,1,2020-08-04
Institut de cardiologie de Montréal,73,22,16,1,0,1,44,0,2020-08-04
CHU Sainte-Justine,44,16,7,0,0,15,184,24,2020-08-05
Centre hospitalier de l'Université de Montréal,84,51,43,6,1,45,179,0,2020-08-05
Hôpital Louis-H. Lafontaine,42,12,5,2,0,2,17,0,2020-08-05
Hôpital Santa Cabrini,95,38,36,7,2,35,110,0,2020-08-05
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,137,54,74,20,4,37,187,0,2020-08-05
Centre hospitalier de St. Mary,100,22,22,2,0,19,98,0,2020-08-05
Hôpital de LaSalle,93,15,14,2,0,10,84,0,2020-08-05
Hôpital Douglas,83,6,5,0,0,1,14,0,2020-08-05
Hôpital général du Lakeshore,100,31,31,6,1,19,133,0,2020-08-05
L'Hôpital général juif Sir Mortimer B. Davis,79,53,42,4,2,28,182,0,2020-08-05
Hôpital de Verdun,158,26,41,14,3,26,95,0,2020-08-05
Hôpital Notre-Dame,120,35,42,17,0,32,87,0,2020-08-05
Hôpital du Sacré-Coeur de Montréal,98,46,45,17,10,28,176,0,2020-08-05
Hôpital Fleury,67,18,12,1,0,19,84,0,2020-08-05
Hôpital Jean-Talon,91,22,20,1,0,18,99,0,2020-08-05
Pavillon Albert-Prévost,46,13,6,2,0,1,8,0,2020-08-05
Hôpital de Lachine,71,14,10,1,0,13,56,0,2020-08-05
Hôpital général de Montréal,106,31,33,2,0,25,83,0,2020-08-05
Hôpital Royal Victoria,130,33,43,22,5,28,141,0,2020-08-05
L'hôpital de Montréal pour enfants,42,12,5,0,0,6,123,2,2020-08-05
Institut de cardiologie de Montréal,73,22,16,2,0,2,46,0,2020-08-05
CHU Sainte-Justine,38,16,6,0,0,12,162,32,2020-08-06
Centre hospitalier de l'Université de Montréal,102,51,52,4,1,51,177,0,2020-08-06
Hôpital Louis-H. Lafontaine,50,12,6,1,0,2,18,0,2020-08-06
Hôpital Santa Cabrini,82,38,31,2,0,34,114,0,2020-08-06
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,154,54,83,23,4,43,189,0,2020-08-06
Centre hospitalier de St. Mary,105,22,23,4,0,17,107,1,2020-08-06
Hôpital de LaSalle,40,15,6,0,0,13,64,0,2020-08-06
Hôpital Douglas,33,6,2,0,0,2,18,0,2020-08-06
Hôpital général du Lakeshore,100,31,31,5,0,15,105,0,2020-08-06
L'Hôpital général juif Sir Mortimer B. Davis,96,53,51,3,1,33,228,0,2020-08-06
Hôpital de Verdun,165,26,43,12,0,33,119,0,2020-08-06
Hôpital Notre-Dame,123,35,43,14,0,41,100,0,2020-08-06
Hôpital du Sacré-Coeur de Montréal,130,46,60,25,8,30,157,1,2020-08-06
Hôpital Fleury,61,18,11,0,0,20,106,1,2020-08-06
Hôpital Jean-Talon,91,22,20,0,0,22,94,0,2020-08-06
Pavillon Albert-Prévost,69,13,9,1,0,1,11,0,2020-08-06
Hôpital de Lachine,79,14,11,0,0,9,43,0,2020-08-06
Hôpital général de Montréal,103,31,32,5,0,29,70,0,2020-08-06
Hôpital Royal Victoria,124,33,41,18,7,19,124,0,2020-08-06
L'hôpital de Montréal pour enfants,50,12,6,0,0,7,134,2,2020-08-06
Institut de cardiologie de Montréal,86,22,19,4,0,2,61,0,2020-08-06
CHU Sainte-Justine,50,16,8,0,0,3,139,14,2020-08-07
Centre hospitalier de l'Université de Montréal,108,51,55,7,1,48,164,0,2020-08-07
Hôpital Louis-H. Lafontaine,75,12,9,3,1,0,14,0,2020-08-07
Hôpital Santa Cabrini,63,38,24,4,1,34,100,0,2020-08-07
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,104,54,56,21,4,62,212,1,2020-08-07
Centre hospitalier de St. Mary,55,22,12,1,0,23,98,0,2020-08-07
Hôpital de LaSalle,113,15,17,1,0,12,83,0,2020-08-07
Hôpital Douglas,100,6,6,0,0,0,13,0,2020-08-07
Hôpital général du Lakeshore,94,31,29,4,0,25,106,0,2020-08-07
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,6,1,40,252,2,2020-08-07
Hôpital de Verdun,154,26,40,7,0,34,104,0,2020-08-07
Hôpital Notre-Dame,114,35,40,13,4,40,101,0,2020-08-07
Hôpital du Sacré-Coeur de Montréal,120,46,55,20,7,31,150,0,2020-08-07
Hôpital Fleury,100,18,18,0,0,21,85,0,2020-08-07
Hôpital Jean-Talon,73,22,16,2,0,19,116,0,2020-08-07
Pavillon Albert-Prévost,38,13,5,1,0,1,8,0,2020-08-07
Hôpital de Lachine,71,14,10,2,0,17,58,0,2020-08-07
Hôpital général de Montréal,81,31,25,4,2,24,72,0,2020-08-07
Hôpital Royal Victoria,112,33,37,17,8,18,126,0,2020-08-07
L'hôpital de Montréal pour enfants,83,12,10,0,0,5,155,1,2020-08-07
Institut de cardiologie de Montréal,55,22,12,1,0,1,42,0,2020-08-07
CHU Sainte-Justine,44,16,7,0,0,10,151,25,2020-08-08
Centre hospitalier de l'Université de Montréal,98,51,50,12,1,45,133,0,2020-08-08
Hôpital Louis-H. Lafontaine,58,12,7,5,3,0,14,0,2020-08-08
Hôpital Santa Cabrini,79,38,30,8,0,36,95,0,2020-08-08
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,133,54,72,29,10,37,157,0,2020-08-08
Centre hospitalier de St. Mary,100,22,22,1,0,22,102,0,2020-08-08
Hôpital de LaSalle,53,15,8,4,0,7,58,0,2020-08-08
Hôpital Douglas,83,6,5,0,0,1,17,0,2020-08-08
Hôpital général du Lakeshore,90,31,28,7,0,26,91,0,2020-08-08
L'Hôpital général juif Sir Mortimer B. Davis,109,53,58,6,2,34,173,0,2020-08-08
Hôpital de Verdun,127,26,33,11,2,33,105,0,2020-08-08
Hôpital Notre-Dame,120,35,42,13,5,35,81,0,2020-08-08
Hôpital du Sacré-Coeur de Montréal,120,46,55,21,7,35,139,0,2020-08-08
Hôpital Fleury,94,18,17,3,0,15,66,0,2020-08-08
Hôpital Jean-Talon,68,22,15,0,0,20,75,1,2020-08-08
Pavillon Albert-Prévost,46,13,6,3,0,0,6,0,2020-08-08
Hôpital de Lachine,86,14,12,2,0,7,40,0,2020-08-08
Hôpital général de Montréal,94,31,29,7,3,34,77,0,2020-08-08
Hôpital Royal Victoria,109,33,36,19,11,20,104,2,2020-08-08
L'hôpital de Montréal pour enfants,58,12,7,0,0,4,147,1,2020-08-08
Institut de cardiologie de Montréal,50,22,11,0,0,4,32,0,2020-08-08
CHU Sainte-Justine,38,16,6,0,0,8,161,21,2020-08-09
Centre hospitalier de l'Université de Montréal,104,51,53,11,3,44,151,0,2020-08-09
Hôpital Louis-H. Lafontaine,42,12,5,2,1,3,12,0,2020-08-09
Hôpital Santa Cabrini,76,38,29,13,5,33,88,0,2020-08-09
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,148,54,80,35,19,49,149,1,2020-08-09
Centre hospitalier de St. Mary,109,22,24,3,0,18,80,0,2020-08-09
Hôpital de LaSalle,73,15,11,0,0,11,60,0,2020-08-09
Hôpital Douglas,50,6,3,0,0,4,13,0,2020-08-09
Hôpital général du Lakeshore,94,31,29,6,0,23,91,0,2020-08-09
L'Hôpital général juif Sir Mortimer B. Davis,119,53,63,14,4,27,190,1,2020-08-09
Hôpital de Verdun,131,26,34,11,2,23,92,0,2020-08-09
Hôpital Notre-Dame,114,35,40,19,6,31,90,0,2020-08-09
Hôpital du Sacré-Coeur de Montréal,128,46,59,24,8,35,130,1,2020-08-09
Hôpital Fleury,72,18,13,4,0,16,72,0,2020-08-09
Hôpital Jean-Talon,64,22,14,1,0,20,89,0,2020-08-09
Pavillon Albert-Prévost,77,13,10,3,3,1,12,0,2020-08-09
Hôpital de Lachine,79,14,11,5,0,10,38,0,2020-08-09
Hôpital général de Montréal,87,31,27,11,3,25,61,0,2020-08-09
Hôpital Royal Victoria,130,33,43,20,14,21,107,0,2020-08-09
L'hôpital de Montréal pour enfants,25,12,3,0,0,5,141,1,2020-08-09
Institut de cardiologie de Montréal,41,22,9,3,0,1,33,0,2020-08-09
CHU Sainte-Justine,31,16,5,0,0,10,158,19,2020-08-10
Centre hospitalier de l'Université de Montréal,106,51,54,10,4,43,202,0,2020-08-10
Hôpital Louis-H. Lafontaine,100,12,12,5,2,1,16,0,2020-08-10
Hôpital Santa Cabrini,116,38,44,6,2,31,109,0,2020-08-10
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,152,54,82,31,8,35,212,0,2020-08-10
Centre hospitalier de St. Mary,100,22,22,6,2,25,114,0,2020-08-10
Hôpital de LaSalle,60,15,9,0,0,12,86,0,2020-08-10
Hôpital Douglas,33,6,2,0,0,0,16,0,2020-08-10
Hôpital général du Lakeshore,119,31,37,10,0,16,115,0,2020-08-10
L'Hôpital général juif Sir Mortimer B. Davis,98,53,52,8,1,40,228,1,2020-08-10
Hôpital de Verdun,165,26,43,14,6,31,119,0,2020-08-10
Hôpital Notre-Dame,131,35,46,14,9,34,110,0,2020-08-10
Hôpital du Sacré-Coeur de Montréal,126,46,58,25,12,30,177,0,2020-08-10
Hôpital Fleury,111,18,20,3,0,26,107,0,2020-08-10
Hôpital Jean-Talon,50,22,11,1,0,21,121,0,2020-08-10
Pavillon Albert-Prévost,77,13,10,6,1,0,11,0,2020-08-10
Hôpital de Lachine,71,14,10,0,0,13,45,0,2020-08-10
Hôpital général de Montréal,103,31,32,3,0,25,77,0,2020-08-10
Hôpital Royal Victoria,133,33,44,20,7,24,155,1,2020-08-10
L'hôpital de Montréal pour enfants,25,12,3,0,0,4,139,3,2020-08-10
Institut de cardiologie de Montréal,59,22,13,1,0,1,61,0,2020-08-10
CHU Sainte-Justine,25,16,4,0,0,6,129,12,2020-08-11
Centre hospitalier de l'Université de Montréal,88,51,45,15,3,52,181,0,2020-08-11
Hôpital Louis-H. Lafontaine,100,12,12,4,3,2,21,0,2020-08-11
Hôpital Santa Cabrini,100,38,38,8,0,38,118,0,2020-08-11
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,137,54,74,25,9,39,192,0,2020-08-11
Centre hospitalier de St. Mary,100,22,22,3,0,24,96,0,2020-08-11
Hôpital de LaSalle,73,15,11,1,0,11,70,0,2020-08-11
Hôpital Douglas,67,6,4,0,0,3,20,0,2020-08-11
Hôpital général du Lakeshore,119,31,37,5,0,25,119,0,2020-08-11
L'Hôpital général juif Sir Mortimer B. Davis,92,53,49,7,0,31,234,0,2020-08-11
Hôpital de Verdun,165,26,43,18,2,31,116,0,2020-08-11
Hôpital Notre-Dame,111,35,39,18,3,34,99,0,2020-08-11
Hôpital du Sacré-Coeur de Montréal,128,46,59,23,8,34,165,0,2020-08-11
Hôpital Fleury,106,18,19,2,0,19,87,0,2020-08-11
Hôpital Jean-Talon,55,22,12,1,0,22,109,0,2020-08-11
Pavillon Albert-Prévost,69,13,9,2,1,0,7,0,2020-08-11
Hôpital de Lachine,71,14,10,1,0,10,42,0,2020-08-11
Hôpital général de Montréal,123,31,38,6,2,33,88,0,2020-08-11
Hôpital Royal Victoria,130,33,43,17,6,16,134,0,2020-08-11
L'hôpital de Montréal pour enfants,42,12,5,0,0,5,116,0,2020-08-11
Institut de cardiologie de Montréal,50,22,11,1,0,2,44,0,2020-08-11
CHU Sainte-Justine,44,16,7,0,0,10,143,22,2020-08-12
Centre hospitalier de l'Université de Montréal,102,51,52,5,3,53,172,0,2020-08-12
Hôpital Louis-H. Lafontaine,100,12,12,9,3,3,11,0,2020-08-12
Hôpital Santa Cabrini,82,38,31,7,0,38,118,0,2020-08-12
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,120,54,65,23,11,47,191,0,2020-08-12
Centre hospitalier de St. Mary,68,22,15,3,2,18,94,0,2020-08-12
Hôpital de LaSalle,67,15,10,1,0,9,78,0,2020-08-12
Hôpital Douglas,33,6,2,0,0,5,16,0,2020-08-12
Hôpital général du Lakeshore,123,31,38,8,1,22,135,0,2020-08-12
L'Hôpital général juif Sir Mortimer B. Davis,96,53,51,7,1,32,211,0,2020-08-12
Hôpital de Verdun,188,26,49,18,2,26,95,0,2020-08-12
Hôpital Notre-Dame,131,35,46,13,3,36,115,0,2020-08-12
Hôpital du Sacré-Coeur de Montréal,113,46,52,28,8,25,147,0,2020-08-12
Hôpital Fleury,72,18,13,1,0,17,86,0,2020-08-12
Hôpital Jean-Talon,77,22,17,1,0,23,119,1,2020-08-12
Pavillon Albert-Prévost,38,13,5,2,0,2,9,0,2020-08-12
Hôpital de Lachine,93,14,13,2,0,5,49,0,2020-08-12
Hôpital général de Montréal,100,31,31,9,1,28,68,0,2020-08-12
Hôpital Royal Victoria,148,33,49,24,9,11,120,0,2020-08-12
L'hôpital de Montréal pour enfants,58,12,7,0,0,7,123,1,2020-08-12
Institut de cardiologie de Montréal,82,22,18,3,0,2,61,0,2020-08-12
CHU Sainte-Justine,44,16,7,0,0,14,145,24,2020-08-13
Centre hospitalier de l'Université de Montréal,82,51,42,5,0,48,190,0,2020-08-13
Hôpital Louis-H. Lafontaine,42,12,5,3,1,5,11,0,2020-08-13
Hôpital Santa Cabrini,58,38,22,0,0,39,99,0,2020-08-13
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,100,54,54,17,4,39,168,0,2020-08-13
Centre hospitalier de St. Mary,118,22,26,2,0,18,97,0,2020-08-13
Hôpital de LaSalle,73,15,11,0,0,9,76,0,2020-08-13
Hôpital Douglas,167,6,10,0,0,3,23,0,2020-08-13
Hôpital général du Lakeshore,103,31,32,4,0,21,117,0,2020-08-13
L'Hôpital général juif Sir Mortimer B. Davis,96,53,51,4,0,38,218,0,2020-08-13
Hôpital de Verdun,146,26,38,14,2,27,111,0,2020-08-13
Hôpital Notre-Dame,120,35,42,15,1,35,101,0,2020-08-13
Hôpital du Sacré-Coeur de Montréal,120,46,55,23,8,25,150,0,2020-08-13
Hôpital Fleury,56,18,10,0,0,21,99,0,2020-08-13
Hôpital Jean-Talon,91,22,20,3,0,20,100,3,2020-08-13
Pavillon Albert-Prévost,38,13,5,4,1,0,5,0,2020-08-13
Hôpital de Lachine,107,14,15,1,0,10,54,0,2020-08-13
Hôpital général de Montréal,123,31,38,8,3,34,86,2,2020-08-13
Hôpital Royal Victoria,127,33,42,19,5,20,123,0,2020-08-13
L'hôpital de Montréal pour enfants,58,12,7,0,0,3,144,3,2020-08-13
Institut de cardiologie de Montréal,68,22,15,6,0,2,63,0,2020-08-13
CHU Sainte-Justine,50,16,8,0,0,8,135,17,2020-08-14
Centre hospitalier de l'Université de Montréal,110,51,56,9,0,45,172,0,2020-08-14
Hôpital Louis-H. Lafontaine,17,12,2,0,0,3,11,0,2020-08-14
Hôpital Santa Cabrini,58,38,22,2,0,33,133,0,2020-08-14
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,119,54,64,14,3,40,160,1,2020-08-14
Centre hospitalier de St. Mary,91,22,20,2,0,23,100,0,2020-08-14
Hôpital de LaSalle,113,15,17,1,0,11,71,0,2020-08-14
Hôpital Douglas,83,6,5,1,0,2,14,0,2020-08-14
Hôpital général du Lakeshore,113,31,35,4,0,21,110,0,2020-08-14
L'Hôpital général juif Sir Mortimer B. Davis,75,53,40,2,0,34,236,0,2020-08-14
Hôpital de Verdun,112,26,29,8,1,25,93,0,2020-08-14
Hôpital Notre-Dame,120,35,42,12,3,31,90,0,2020-08-14
Hôpital du Sacré-Coeur de Montréal,109,46,50,18,8,29,151,0,2020-08-14
Hôpital Fleury,83,18,15,2,0,18,82,0,2020-08-14
Hôpital Jean-Talon,68,22,15,4,0,22,99,2,2020-08-14
Pavillon Albert-Prévost,15,13,2,0,0,0,11,0,2020-08-14
Hôpital de Lachine,86,14,12,3,1,13,46,0,2020-08-14
Hôpital général de Montréal,113,31,35,9,0,21,81,0,2020-08-14
Hôpital Royal Victoria,127,33,42,19,6,16,145,0,2020-08-14
L'hôpital de Montréal pour enfants,75,12,9,0,0,3,133,3,2020-08-14
Institut de cardiologie de Montréal,55,22,12,2,0,6,46,0,2020-08-14
CHU Sainte-Justine,12,16,2,0,0,1,135,13,2020-08-15
Centre hospitalier de l'Université de Montréal,114,51,58,17,1,48,150,0,2020-08-15
Hôpital Louis-H. Lafontaine,42,12,5,1,0,3,14,0,2020-08-15
Hôpital Santa Cabrini,55,38,21,4,0,33,90,0,2020-08-15
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,124,54,67,27,6,35,153,0,2020-08-15
Centre hospitalier de St. Mary,82,22,18,3,0,21,88,0,2020-08-15
Hôpital de LaSalle,113,15,17,5,0,6,55,0,2020-08-15
Hôpital Douglas,233,6,14,5,0,2,17,0,2020-08-15
Hôpital général du Lakeshore,106,31,33,5,0,20,97,0,2020-08-15
L'Hôpital général juif Sir Mortimer B. Davis,81,53,43,3,0,34,178,0,2020-08-15
Hôpital de Verdun,96,26,25,7,0,34,89,0,2020-08-15
Hôpital Notre-Dame,106,35,37,16,2,35,86,0,2020-08-15
Hôpital du Sacré-Coeur de Montréal,115,46,53,26,8,29,127,0,2020-08-15
Hôpital Fleury,94,18,17,1,0,15,75,0,2020-08-15
Hôpital Jean-Talon,73,22,16,2,0,17,72,2,2020-08-15
Pavillon Albert-Prévost,23,13,3,1,0,1,9,0,2020-08-15
Hôpital de Lachine,79,14,11,3,1,5,29,0,2020-08-15
Hôpital général de Montréal,103,31,32,11,5,26,71,0,2020-08-15
Hôpital Royal Victoria,130,33,43,23,11,17,106,0,2020-08-15
L'hôpital de Montréal pour enfants,75,12,9,0,0,4,135,2,2020-08-15
Institut de cardiologie de Montréal,50,22,11,3,0,3,32,0,2020-08-15
CHU Sainte-Justine,100,16,16,0,0,6,181,18,2020-08-16
Centre hospitalier de l'Université de Montréal,118,51,60,17,4,42,156,0,2020-08-16
Hôpital Louis-H. Lafontaine,33,12,4,1,0,1,12,0,2020-08-16
